text,label,place
upscale gay cocktail bar with nice design and friendly staff. gets busy later at at night and the weekends. prices on the upper end. they make good cocktails. i had a long island which was perfect!,4,The Light Lounge
"nice bar, enjoyed the atmosphere, the cocktails are a bit expensive outside the happy hour but they taste delicious ",4,The Light Lounge
very nice atmosphere to relax and have a nice cocktail. the service is really good and friendly. take advantage of the happy hour for best value.,4,The Light Lounge
"great staff, delicious cocktails and great music. always an awesome night at the light lounge",5,The Light Lounge
nice and tasty food in a relaxing environment. all the people from the restaurant were friendly and helpful. i will definitely visit again.,5,The Palomar
went for london restaurant week and had an amazing tasting menu. you have to try the kabouleh bread it is incredible!,4,The Palomar
great service and atmosphere.  the food was incredible!  we absolutely loved our dining experience.  thank you to their wonderful staff.,5,The Palomar
so delicious & presentation on point! loved watching them cook & plate the food.,5,The Palomar
wonderful food and service.,5,The Palomar
"incredible meal, great service, amazing place!",5,The Palomar
i just have to add this to my review list to remind myself i need to come here every time i visit london.,5,The Palomar
"brilliant evening at this middle eastern gem. lovely wine from lebanon, some of the best baba ganoush ive ever had, pork belly was delish. 6 dishes to share, more than enough. put our names down at 6:45 and got our table at 8:20 - had a cocktail next door. friendly waitress. nice vibe.",5,The Palomar
truly excellent cocktails and food (esp. the chicken livers with sweetbreads) and efficient service. unfortunately seems to attract a crowd of diners whose conversations involve talking loudly about their screenplays,5,The Palomar
"great little restaurant. friendly service, hygienic fresh tasting food. recommend.",5,The Palomar
love this place. have been twice now and always blown away by the food. sit at the counter and youll have an amazing experience chatting to the chefs and seeing your food made. cant wait to return.,5,The Palomar
amazing israeli cuisine. was recommended to us by the deputy israeli ambassador. awesome recommendation. sat at kitchen bar watching the chefs create culinary magic. the beetroot was the highlight.go.,5,The Palomar
"good food at reasonable price, great service and selection of drinks",5,The Palomar
"absolutely loved the experience although it was quite loud, we didn't mind because the food was outstanding. will be back very soon :)",5,The Palomar
"decent food, good ambience, terrible service",4,The Palomar
"don't really understand the hype here. portions are exquisitely small for the price and really nothing special. service was quite disgraceful as well, reservation explicitly stated we have two hours but we were hurried out and restaurant wanted the table for someone else after only an hour",1,The Palomar
great food but a bit expensive and crowded,4,The Palomar
"an absolute gem. this place the photos nor the reviews do any justice. you must visit for dinner, preferably book a table it's always busy. food is authentic, delicious and beautiful presentation. friendly service, great location and vibrant atmosphere. highly recommend.",5,The Palomar
absolutely loved this place.  we went back a second night and i bought the cook book.,5,The Palomar
fantastic food! feels cramped and seating is mainly at the bar in front of the chefs but i loved it.  would go back again,5,The Palomar
the food could not be better. the menu is fantastic. youre attributed your own chef who cooks in front of you. a bit pricy but its worth it! great wine too,5,The Palomar
"great vibe, a little loud (no a place for a quiet meal) but the atmosphere is great. food was fantastic",5,The Palomar
outstanding service and delicious food - you must go.,5,The Palomar
"amazing !! the food is crazy, the staff is beyond... just go ! it is pure magic! asaf granit is genius artist!",5,The Palomar
"small but delicious menu, perfect portions and great staff.",5,The Palomar
my favourite place in london,5,The Palomar
not as good as their sister restaurant the barbary. service was decent but menu was rather limited.,3,The Palomar
"my friend is obsessed with this place. the dishes are great, but i thought there wasn't much difference to well executed lebanese food. several dishes drinks and coffee, 70 a head.  atmosphere is fun and styling typical of a hipster haunt.",3,The Palomar
"maybe the time of booking (6pm -  pre-theatre time?), but food came much too quickly, making it difficult to enjoy & savour the dishes. quality of food good, but portions are tiny (even for a tapas type menu) & expensive. staff friendly & efficient. overall, an ok experience.",3,The Palomar
"loved it! very tasty food, wine and excellent service.  nice atmosphere too.  we shall be back.",5,The Palomar
good service and excellence food. the place is noisy but sup.,4,The Palomar
"really interesting menu and fantastic atmosphere. brilliant food, charming service. definitely book ahead as the restaurant is deservedly popular and is only little.",5,The Palomar
great food:) very unique!,5,The Palomar
"really good authentic middle eastern food with a twist, staff friendly without being intimidating. open kitchen situated in the middle of the bar and you can see and chat with the masters of food preparation. not easy to get a table so book in advance.",5,The Palomar
one of our favourite restaurants in london. the food is fresh and very flavourful. the small plates menu is exquisite with a wide variety of options. their vegetarian dishes are a must try as the chefs seem run a magic wand on some of the daily / mundane vegetables.,5,The Palomar
"great place. jerusalem/middle eastern with a sprinkle of other influences.small place, probably best to sit at the counter if youre only two.small tables at the back, small space.book well in advance.highly recommended",5,The Palomar
great food. lovely atmosphere. absolutely must reserve as seating is limited and they are very popular,4,The Palomar
"middle eastern style food, ideal for sharing. very tasty vegetable options which can be combined with either fish or meat. the home made bread is an absolute must! 35-45 pp excl drinks. service was very good, sparkling water is complementary.",5,The Palomar
"sister restaurant of barbary, palomar in soho is as fun & friendly as its flavorful. grab a seat at the lively kitchen bar & watch the  create modern israeli magic  your  post-show spot in soho. we guessed our server roxis name correctly & scored free dessert!",5,The Palomar
"went for lunch with my mom, the service was amazing and the food was interesting and delicious.imo best to sit at the bar and watch the food being prepared. for sure will be back :)",5,The Palomar
"very friendly and helpful. lovely meal, really tasty. thank you",5,The Palomar
"amazing and delicious .  took two different evening attempts to get in.  well worth it, highly recommend the bar seating where youll be front and center able to watch the kitchen staff do their magic - in a very confined space.  entire staff is very friendly.  best meal so far during our london visit.",5,The Palomar
"lovely service, really friendly staff and delicious food. very happy customer.",5,The Palomar
"excellent middle eastern cuisine  a lively atmosphere, staff where very good and helpful highly recommended",5,The Palomar
